council_name,tel_phone,ceo_name,postcode,fax,mayor,email,website,address
Casey City Council,9705 5200,Mr Glenn Patterson,3802,9704 9544,Cr Stefan Koomen,caseycc@casey.vic.gov.au,www.casey.vic.gov.au,"Bunjil Place, Patrick Northeast Drive, NARRE WARREN, PO Box 1000, NARRE WARREN  3805"
Knox City Council,9298 8000,Mr Bruce Dobson,3178,9800 3096,Cr Lisa Cooper,knoxcc@knox.vic.gov.au,www.knox.vic.gov.au,"511 Burwood Highway, WANTIRNA SOUTH, 511 Burwood Highway, WANTIRNA SOUTH  3152"
Stonnington City Council,8290 1333,Mr Dale Dickson,3181,,Cr Melina Sehr,council@stonnington.vic.gov.au,www.stonnington.vic.gov.au,"311 Glenferrie Road, MALVERN, PO Box 58, MALVERN  3144"
Glen Eira City Council,9524 3333,Ms Rebecca McKenzie,3185,9523 0339,Cr Simone Zmood,mail@gleneira.vic.gov.au,www.gleneira.vic.gov.au,"Cnr Glen Eira & Hawthorn Rds, CAULFIELD SOUTH, PO Box 42, CAULFIELD SOUTH  3162"
Kingston City Council,1300 653 356,Mr Peter Bean,3169,9581 4500,Cr Georgina Oxley,info@kingston.vic.gov.au,www.kingston.vic.gov.au,"1230 Nepean Highway, CHELTENHAM, PO Box 1000, MENTONE  3194"
Yarra City Council,9205 5555,Ms Sue Wilkinson,3078,,Cr Stephen Jolly,info@yarracity.vic.gov.au,www.yarracity.vic.gov.au,"333 Bridge Road, RICHMOND, PO Box 168, RICHMOND  3121"
,,,3395,,,,,
Ballarat City Council,5320 5500,Mr Evan King,3355,5333 4061,Cr Tracey Hargreaves,info@ballarat.vic.gov.au,www.ballarat.vic.gov.au,"25 Armstrong Street South, BALLARAT, PO Box 655, BALLARAT  3353"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3918,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Hume City Council,9205 2200,Ms Sheena Frost,3428,9309 0109,Cr Jarrod Bell,contactus@hume.vic.gov.au,www.hume.vic.gov.au,"1079 Pascoe Vale Road, BROADMEADOWS, PO Box 119, DALLAS  3047"
Moyne Shire Council,5568 0555,Mr Mark Eversteyn,3281,5568 2515,Cr Karen Foster,moyne@moyne.vic.gov.au,www.moyne.vic.gov.au,"Princes Street, PORT FAIRY, PO Box 51, PORT FAIRY  3284"
Glenelg Shire Council,1300 453 635,Ms Helen Havercroft,3303,,Cr Karen Stephens,enquiry@glenelg.vic.gov.au,www.glenelg.vic.gov.au,"71 Cliff Street, PORTLAND, PO Box 152, PORTLAND  3305"
Macedon Ranges Shire Council,5422 0333,Mr Bernie O'Sullivan,3432,5422 3623,Cr Dominic Bonanno,mrsc@mrsc.vic.gov.au,www.mrsc.vic.gov.au,"129 Mollison Street, KYNETON, PO Box 151, KYNETON  3444"
Nillumbik Shire Council,9433 3111,Mr Carl Cowie,3099,,Cr John Dumaresq,nillumbik@nillumbik.vic.gov.au,www.nillumbik.vic.gov.au,"Civic Drive, GREENSBOROUGH, PO Box 476, GREENSBOROUGH  3088"
Gannawarra Shire Council,5450 9333,Mr Geoff Rollinson,3568,5450 3023,Cr Garner Smith,council@gsc.vic.gov.au,www.gsc.vic.gov.au,"47 Victoria Street, KERANG, PO Box 287, KERANG  3579"
Mornington Peninsula Shire Council,1300 850 600,Mr Bulent Oz,3933,5986 6696,Cr Anthony Marsh,customerservice@mornpen.vic.gov.au,www.mornpen.vic.gov.au,"90 Besgrove Street, ROSEBUD, Private Bag 1000, ROSEBUD  3939"
Golden Plains Shire Council,5220 7111,Mr Phil Josipovic,3328,5220 7100,Cr Sarah Hayden,enquiries@gplains.vic.gov.au,www.goldenplains.vic.gov.au,"2 Pope Street, BANNOCKBURN, PO Box 111, BANNOCKBURN  3331"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3639,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
East Gippsland Shire Council,5153 9500,Ms Fiona Weigall,3864,,Cr John White,feedback@egipps.vic.gov.au,www.eastgippsland.vic.gov.au,"273 Main Street, BAIRNSDALE, PO Box 1618, BAIRNSDALE  3875"
Moira Shire Council,5871 9222,Mr Matthew Morgan,3637,5872 1567,Dr Graeme Emonson PSM,info@moira.vic.gov.au,www.moira.vic.gov.au,"44 Station Street, COBRAM, PO Box 578, COBRAM  3643"
Ballarat City Council,5320 5500,Mr Evan King,3357,5333 4061,Cr Tracey Hargreaves,info@ballarat.vic.gov.au,www.ballarat.vic.gov.au,"25 Armstrong Street South, BALLARAT, PO Box 655, BALLARAT  3353"
Merri-bek City Council,9240 1111,Ms Cathy Henderson,3057,,Cr Helen Davidson,info@merri-bek.vic.gov.au,www.merri-bek.vic.gov.au,"90 Bell Street, COBURG, Locked Bag 10, BRUNSWICK  3056"
Murrindindi Shire Council,5772 0333,Ms Livia Bonazzi,3719,5772 2291,Cr Damien Gallagher,msc@murrindindi.vic.gov.au,www.murrindindi.vic.gov.au,"28 Perkins Street, ALEXANDRA, PO Box 138, ALEXANDRA  3714"
Murrindindi Shire Council,5772 0333,Ms Livia Bonazzi,3712,5772 2291,Cr Damien Gallagher,msc@murrindindi.vic.gov.au,www.murrindindi.vic.gov.au,"28 Perkins Street, ALEXANDRA, PO Box 138, ALEXANDRA  3714"
Baw Baw Shire Council,5624 2411,Mr Cohen Van der Velde,3822,5622 3654,Cr Danny Goss,bawbaw@bawbawshire.vic.gov.au,www.bawbawshire.vic.gov.au,"33 Young Street, DROUIN, PO Box 304, WARRAGUL  3820"
Cardinia Shire Council,1300 787 624,Ms Carol Jeffs,3815,,Cr Jack Kowarzik,mail@cardinia.vic.gov.au,www.cardinia.vic.gov.au,"20 Siding Avenue, OFFICER, PO Box 7, PAKENHAM  3810"
Moyne Shire Council,5568 0555,Mr Mark Eversteyn,3272,5568 2515,Cr Karen Foster,moyne@moyne.vic.gov.au,www.moyne.vic.gov.au,"Princes Street, PORT FAIRY, PO Box 51, PORT FAIRY  3284"
Corangamite Shire Council,5593 7100,Mr David Rae,3325,5593 2695,Cr Kate Makin,shire@corangamite.vic.gov.au,www.corangamite.vic.gov.au,"181 Maniford Street, CAMPERDOWN, PO Box 84, CAMPERDOWN  3260"
Colac Otway Shire Council,5232 9400,Ms Anne Howard,3237,5232 1046,Cr Jason Schram,inq@colacotway.vic.gov.au,www.colacotway.vic.gov.au,"2-6 Rae Street, COLAC, PO Box 283, COLAC  3250"
Corangamite Shire Council,5593 7100,Mr David Rae,3269,5593 2695,Cr Kate Makin,shire@corangamite.vic.gov.au,www.corangamite.vic.gov.au,"181 Maniford Street, CAMPERDOWN, PO Box 84, CAMPERDOWN  3260"
Moyne Shire Council,5568 0555,Mr Mark Eversteyn,3271,5568 2515,Cr Karen Foster,moyne@moyne.vic.gov.au,www.moyne.vic.gov.au,"Princes Street, PORT FAIRY, PO Box 51, PORT FAIRY  3284"
Hume City Council,9205 2200,Ms Sheena Frost,3043,9309 0109,Cr Jarrod Bell,contactus@hume.vic.gov.au,www.hume.vic.gov.au,"1079 Pascoe Vale Road, BROADMEADOWS, PO Box 119, DALLAS  3047"
Mansfield Shire Council,5775 8555,Ms Kirsten Alexander,3720,5775 2677,Cr Steve Rabie,council@mansfield.vic.gov.au,www.mansfield.vic.gov.au,"33 Highett Street, MANSFIELD, Private Bag 1000, MANSFIELD  3724"
Darebin City Council,8470 8888,Mr Michael Tudball,3073,,Cr Kristine Olaris,mailbox@darebin.vic.gov.au,www.darebin.vic.gov.au,"274 Gower Street, PRESTON, PO Box 91, PRESTON  3072"
Murrindindi Shire Council,5772 0333,Ms Livia Bonazzi,3711,5772 2291,Cr Damien Gallagher,msc@murrindindi.vic.gov.au,www.murrindindi.vic.gov.au,"28 Perkins Street, ALEXANDRA, PO Box 138, ALEXANDRA  3714"
Murrindindi Shire Council,5772 0333,Ms Livia Bonazzi,3718,5772 2291,Cr Damien Gallagher,msc@murrindindi.vic.gov.au,www.murrindindi.vic.gov.au,"28 Perkins Street, ALEXANDRA, PO Box 138, ALEXANDRA  3714"
Nillumbik Shire Council,9433 3111,Mr Carl Cowie,3761,,Cr John Dumaresq,nillumbik@nillumbik.vic.gov.au,www.nillumbik.vic.gov.au,"Civic Drive, GREENSBOROUGH, PO Box 476, GREENSBOROUGH  3088"
Colac Otway Shire Council,5232 9400,Ms Anne Howard,3251,5232 1046,Cr Jason Schram,inq@colacotway.vic.gov.au,www.colacotway.vic.gov.au,"2-6 Rae Street, COLAC, PO Box 283, COLAC  3250"
Colac Otway Shire Council,5232 9400,Ms Anne Howard,3239,5232 1046,Cr Jason Schram,inq@colacotway.vic.gov.au,www.colacotway.vic.gov.au,"2-6 Rae Street, COLAC, PO Box 283, COLAC  3250"
Baw Baw Shire Council,5624 2411,Mr Cohen Van der Velde,3823,5622 3654,Cr Danny Goss,bawbaw@bawbawshire.vic.gov.au,www.bawbawshire.vic.gov.au,"33 Young Street, DROUIN, PO Box 304, WARRAGUL  3820"
Wyndham City Council,1300 023 411,Mr Stephen Wall,3026,,Cr Mia Shaw,mail@wyndham.vic.gov.au,www.wyndham.vic.gov.au,"45 Princes Highway, WERRIBEE, PO Box 197, WERRIBEE  3030"
Latrobe City Council,1300 367 700,Mr Steven Piasente,3870,5128 5672,Cr Dale Harriman,latrobe@latrobe.vic.gov.au,www.latrobe.vic.gov.au,"141 Commercial Road, MORWELL, PO Box 264, MORWELL  3840"
Manningham City Council,9840 9333,Mr Andrew Day,3108,9848 3110,Cr Deirdre Diamante,manningham@manningham.vic.gov.au,www.manningham.vic.gov.au,"699 Doncaster Road, DONCASTER, PO Box 1, DONCASTER  3108"
Baw Baw Shire Council,5624 2411,Mr Cohen Van der Velde,3831,5622 3654,Cr Danny Goss,bawbaw@bawbawshire.vic.gov.au,www.bawbawshire.vic.gov.au,"33 Young Street, DROUIN, PO Box 304, WARRAGUL  3820"
Melton City Council,9747 7200,Ms Roslyn Wai,3338,9743 9970,Cr Steve Abboushi,csu@melton.vic.gov.au,www.melton.vic.gov.au,"232 High Street, MELTON, PO Box 21, MELTON  3337"
Boroondara City Council,9278 4444,Mr Phillip Storer,3104,9278 4466,Cr Sophie Torney,boroondara@boroondara.vic.gov.au,www.boroondara.vic.gov.au,"8 Inglesby Road, CAMBERWELL, Private Bag 1, CAMBERWELL  3124"
Moonee Valley City Council,9243 8888,Ms Helen Sui,3042,,Cr Ava Adams,council@mvcc.vic.gov.au,www.mvcc.vic.gov.au ,"9 Kellaway Avenue, MOONEE PONDS, PO Box 126, MOONEE PONDS  3039"
Banyule City Council,9490 4222,Ms Allison Beckwith,3084,9499 9475,Cr Elizabeth Nealy,enquiries@banyule.vic.gov.au,www.banyule.vic.gov.au,"1 Flintoff Street, GREENSBOROUGH, PO Box 94, GREENSBOROUGH  3088"
Darebin City Council,8470 8888,Mr Michael Tudball,3070,,Cr Kristine Olaris,mailbox@darebin.vic.gov.au,www.darebin.vic.gov.au,"274 Gower Street, PRESTON, PO Box 91, PRESTON  3072"
Whitehorse City Council,9262 6333,Mr Simon McMillan,3129,9262 6490,Cr Andrew Davenport,customer.service@whitehorse.vic.gov.au,www.whitehorse.vic.gov.au,"379-399 Whitehorse Road, NUNAWADING, Locked Bag 2, NUNAWADING  3131"
Stonnington City Council,8290 1333,Mr Dale Dickson,3142,,Cr Melina Sehr,council@stonnington.vic.gov.au,www.stonnington.vic.gov.au,"311 Glenferrie Road, MALVERN, PO Box 58, MALVERN  3144"
Banyule City Council,9490 4222,Ms Allison Beckwith,3085,9499 9475,Cr Elizabeth Nealy,enquiries@banyule.vic.gov.au,www.banyule.vic.gov.au,"1 Flintoff Street, GREENSBOROUGH, PO Box 94, GREENSBOROUGH  3088"
Latrobe City Council,1300 367 700,Mr Steven Piasente,3840,5128 5672,Cr Dale Harriman,latrobe@latrobe.vic.gov.au,www.latrobe.vic.gov.au,"141 Commercial Road, MORWELL, PO Box 264, MORWELL  3840"
South Gippsland Shire Council,5662 9200,Allison Jones,3964,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
Bass Coast Shire Council,1300 BCOAST (226278),Mr Greg Box,3996,5671 2222,Cr Rochelle Halstead,basscoast@basscoast.vic.gov.au,www.basscoast.vic.gov.au,"76 McBride Avenue, WONTHAGGI, PO Box 118, WONTHAGGI  3995"
Hepburn Shire Council,5348 2306,Mr Bradley Thomas,3370,,Cr Don Henderson,shire@hepburn.vic.gov.au,www.hepburn.vic.gov.au,"76 Vincent Street, DAYLESFORD, PO Box 21, DAYLESFORD  3460"
Latrobe City Council,1300 367 700,Mr Steven Piasente,3856,5128 5672,Cr Dale Harriman,latrobe@latrobe.vic.gov.au,www.latrobe.vic.gov.au,"141 Commercial Road, MORWELL, PO Box 264, MORWELL  3840"
Swan Hill Rural City Council,5036 2333,Mr Scott Barber,3585,5036 2340,Cr Stuart King,council@swanhill.vic.gov.au,www.swanhill.vic.gov.au,"45 Splatt Street, SWAN HILL, PO Box 488, SWAN HILL  3585"
Swan Hill Rural City Council,5036 2333,Mr Scott Barber,3591,5036 2340,Cr Stuart King,council@swanhill.vic.gov.au,www.swanhill.vic.gov.au,"45 Splatt Street, SWAN HILL, PO Box 488, SWAN HILL  3585"
Swan Hill Rural City Council,5036 2333,Mr Scott Barber,3549,5036 2340,Cr Stuart King,council@swanhill.vic.gov.au,www.swanhill.vic.gov.au,"45 Splatt Street, SWAN HILL, PO Box 488, SWAN HILL  3585"
Hepburn Shire Council,5348 2306,Mr Bradley Thomas,3460,,Cr Don Henderson,shire@hepburn.vic.gov.au,www.hepburn.vic.gov.au,"76 Vincent Street, DAYLESFORD, PO Box 21, DAYLESFORD  3460"
Campaspe Shire Council,5481 2200,Ms Pauline Gordon,3561,5481 2290,Cr Daniel Mackrell,shire@campaspe.vic.gov.au,www.campaspe.vic.gov.au,"Cnr Hare & Heygarth Streets, ECHUCA, PO Box 35, ECHUCA  3564"
Campaspe Shire Council,5481 2200,Ms Pauline Gordon,3572,5481 2290,Cr Daniel Mackrell,shire@campaspe.vic.gov.au,www.campaspe.vic.gov.au,"Cnr Hare & Heygarth Streets, ECHUCA, PO Box 35, ECHUCA  3564"
Baw Baw Shire Council,5624 2411,Mr Cohen Van der Velde,3832,5622 3654,Cr Danny Goss,bawbaw@bawbawshire.vic.gov.au,www.bawbawshire.vic.gov.au,"33 Young Street, DROUIN, PO Box 304, WARRAGUL  3820"
Cardinia Shire Council,1300 787 624,Ms Carol Jeffs,3981,,Cr Jack Kowarzik,mail@cardinia.vic.gov.au,www.cardinia.vic.gov.au,"20 Siding Avenue, OFFICER, PO Box 7, PAKENHAM  3810"
Baw Baw Shire Council,5624 2411,Mr Cohen Van der Velde,3816,5622 3654,Cr Danny Goss,bawbaw@bawbawshire.vic.gov.au,www.bawbawshire.vic.gov.au,"33 Young Street, DROUIN, PO Box 304, WARRAGUL  3820"
Wellington Shire Council,1300 366 244,Mr David Morcom,3857,5142 3501,Cr Scott Rossetti,enquiries@wellington.vic.gov.au,www.wellington.vic.gov.au,"18 Desailly Street, SALE, PO Box 506, SALE  3850"
Pyrenees Shire Council,5349 1100,Mr Jim Nolan,3361,5349 2068,Cr Tanya Kehoe,pyrenees@pyrenees.vic.gov.au,www.pyrenees.vic.gov.au,"5 Lawrence Street, BEAUFORT, 5 Lawrence Street, BEAUFORT  3373"
Corangamite Shire Council,5593 7100,Mr David Rae,3270,5593 2695,Cr Kate Makin,shire@corangamite.vic.gov.au,www.corangamite.vic.gov.au,"181 Maniford Street, CAMPERDOWN, PO Box 84, CAMPERDOWN  3260"
Corangamite Shire Council,5593 7100,Mr David Rae,3267,5593 2695,Cr Kate Makin,shire@corangamite.vic.gov.au,www.corangamite.vic.gov.au,"181 Maniford Street, CAMPERDOWN, PO Box 84, CAMPERDOWN  3260"
Golden Plains Shire Council,5220 7111,Mr Phil Josipovic,3360,5220 7100,Cr Sarah Hayden,enquiries@gplains.vic.gov.au,www.goldenplains.vic.gov.au,"2 Pope Street, BANNOCKBURN, PO Box 111, BANNOCKBURN  3331"
Corangamite Shire Council,5593 7100,Mr David Rae,3264,5593 2695,Cr Kate Makin,shire@corangamite.vic.gov.au,www.corangamite.vic.gov.au,"181 Maniford Street, CAMPERDOWN, PO Box 84, CAMPERDOWN  3260"
Corangamite Shire Council,5593 7100,Mr David Rae,3323,5593 2695,Cr Kate Makin,shire@corangamite.vic.gov.au,www.corangamite.vic.gov.au,"181 Maniford Street, CAMPERDOWN, PO Box 84, CAMPERDOWN  3260"
Corangamite Shire Council,5593 7100,Mr David Rae,3324,5593 2695,Cr Kate Makin,shire@corangamite.vic.gov.au,www.corangamite.vic.gov.au,"181 Maniford Street, CAMPERDOWN, PO Box 84, CAMPERDOWN  3260"
Corangamite Shire Council,5593 7100,Mr David Rae,3260,5593 2695,Cr Kate Makin,shire@corangamite.vic.gov.au,www.corangamite.vic.gov.au,"181 Maniford Street, CAMPERDOWN, PO Box 84, CAMPERDOWN  3260"
South Gippsland Shire Council,5662 9200,Allison Jones,3951,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
South Gippsland Shire Council,5662 9200,Allison Jones,3959,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
South Gippsland Shire Council,5662 9200,Allison Jones,3965,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
Glenelg Shire Council,1300 453 635,Ms Helen Havercroft,3312,,Cr Karen Stephens,enquiry@glenelg.vic.gov.au,www.glenelg.vic.gov.au,"71 Cliff Street, PORTLAND, PO Box 152, PORTLAND  3305"
South Gippsland Shire Council,5662 9200,Allison Jones,3956,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
South Gippsland Shire Council,5662 9200,Allison Jones,3946,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
South Gippsland Shire Council,5662 9200,Allison Jones,3962,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
Bass Coast Shire Council,1300 BCOAST (226278),Mr Greg Box,3995,5671 2222,Cr Rochelle Halstead,basscoast@basscoast.vic.gov.au,www.basscoast.vic.gov.au,"76 McBride Avenue, WONTHAGGI, PO Box 118, WONTHAGGI  3995"
South Gippsland Shire Council,5662 9200,Allison Jones,3958,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
Bass Coast Shire Council,1300 BCOAST (226278),Mr Greg Box,3984,5671 2222,Cr Rochelle Halstead,basscoast@basscoast.vic.gov.au,www.basscoast.vic.gov.au,"76 McBride Avenue, WONTHAGGI, PO Box 118, WONTHAGGI  3995"
Baw Baw Shire Council,5624 2411,Mr Cohen Van der Velde,3835,5622 3654,Cr Danny Goss,bawbaw@bawbawshire.vic.gov.au,www.bawbawshire.vic.gov.au,"33 Young Street, DROUIN, PO Box 304, WARRAGUL  3820"
Hobsons Bay City Council,9932 1000,Ms Kerry Thompson,3028,9932 1039,Cr Daria Kellander,customerservice@hobsonsbay.vic.gov.au,www.hobsonsbay.vic.gov.au,"115 Civic Parade, ALTONA, PO Box 21, ALTONA  3018"
South Gippsland Shire Council,5662 9200,Allison Jones,3871,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
Frankston City Council,1300 322 322,Mr Phil Cantillon,3201,,Cr Kris Bolam,info@frankston.vic.gov.au,www.frankston.vic.gov.au,"30 Davey Street, FRANKSTON, PO Box 490, FRANKSTON  3199"
South Gippsland Shire Council,5662 9200,Allison Jones,3954,,Cr John Schelling,council@southgippsland.vic.gov.au,www.southgippsland.vic.gov.au,"9 Smith Street, LEONGATHA, Private Bag 4, LEONGATHA  3953"
Southern Grampians Shire Council,5573 0444,Mr Tony Doyle,3315,,Cr Dennis Heslin,council@sthgrampians.vic.gov.au,www.sthgrampians.vic.gov.au,"111 Brown Street, HAMILTON, Locked Bag 685, HAMILTON  3300"
Baw Baw Shire Council,5624 2411,Mr Cohen Van der Velde,3824,5622 3654,Cr Danny Goss,bawbaw@bawbawshire.vic.gov.au,www.bawbawshire.vic.gov.au,"33 Young Street, DROUIN, PO Box 304, WARRAGUL  3820"
Wellington Shire Council,1300 366 244,Mr David Morcom,3874,5142 3501,Cr Scott Rossetti,enquiries@wellington.vic.gov.au,www.wellington.vic.gov.au,"18 Desailly Street, SALE, PO Box 506, SALE  3850"
Wellington Shire Council,1300 366 244,Mr David Morcom,3850,5142 3501,Cr Scott Rossetti,enquiries@wellington.vic.gov.au,www.wellington.vic.gov.au,"18 Desailly Street, SALE, PO Box 506, SALE  3850"
Melbourne City Council,9658 9658,Ms Alison Leighton,3003,9654 4854,Cr Nicholas Reece,enquiries@melbourne.vic.gov.au,www.melbourne.vic.gov.au,"Town Hall, 120 Swanston St, MELBOURNE, GPO Box 1603, MELBOURNE  3001"
Yarra City Council,9205 5555,Ms Sue Wilkinson,3121,,Cr Stephen Jolly,info@yarracity.vic.gov.au,www.yarracity.vic.gov.au,"333 Bridge Road, RICHMOND, PO Box 168, RICHMOND  3121"
